66.11,54.13,35.40,78.00,4.88,1,1,4.91,0.07,8.00,7.69,01/07/2023 14:28:25
63.59,52.78,35.30,78.00,4.88,1,1,4.91,0.07,8.00,7.58,01/07/2023 14:28:26
0.19,6.29,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.34,01/07/2023 14:29:06
0.87,5.27,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.43,01/07/2023 14:29:07
2.07,3.74,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.51,01/07/2023 14:29:08
7.03,1.03,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.52,01/07/2023 14:29:09
13.25,7.39,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.51,01/07/2023 14:29:10
25.55,19.48,35.40,78.00,4.87,1,1,4.91,0.07,8.00,0.49,01/07/2023 14:29:11
30.13,23.65,35.40,78.00,4.87,1,1,4.91,0.07,8.00,1.23,01/07/2023 14:29:12
46.19,39.25,35.40,78.00,4.87,1,1,4.91,0.07,8.00,1.93,01/07/2023 14:29:13
50.63,44.50,35.40,78.00,4.87,1,1,4.91,0.07,8.00,2.75,01/07/2023 14:29:14
54.45,47.41,35.40,78.00,4.87,1,1,4.91,0.07,8.00,3.65,01/07/2023 14:29:15
67.19,59.47,35.40,78.00,4.87,1,1,4.91,0.07,8.00,4.59,01/07/2023 14:29:16
70.61,64.24,35.40,78.00,4.87,1,1,4.91,0.07,8.00,5.26,01/07/2023 14:29:17
71.27,62.44,35.40,78.00,4.88,1,1,4.91,0.07,8.00,7.01,01/07/2023 14:29:21
68.75,59.23,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.01,01/07/2023 14:29:21
67.09,59.50,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.01,01/07/2023 14:29:21
66.45,59.83,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.01,01/07/2023 14:29:21
64.69,61.75,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.21,01/07/2023 14:29:22
64.93,58.33,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.12,01/07/2023 14:29:23
63.85,59.35,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.10,01/07/2023 14:29:24
64.99,57.85,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.17,01/07/2023 14:29:25
64.09,58.09,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.27,01/07/2023 14:29:26
64.91,58.66,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.33,01/07/2023 14:29:27
0.15,5.69,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.33,01/07/2023 14:29:28
0.19,5.60,35.40,78.00,4.87,1,1,4.91,0.07,8.00,7.16,01/07/2023 14:29:29
0.21,5.51,35.40,78.00,4.87,1,1,4.91,0.07,8.00,5.80,01/07/2023 14:29:30
